# Title: August 2025 Contiguous U.S. County Palmer Drought Severity Index (PDSI)
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
KY-079,Garrard County,Kentucky,2.44,114,2.81,-0.37
KY-081,Grant County,Kentucky,1.38,90,1.51,-0.13
KY-083,Graves County,Kentucky,2.35,111,2.65,-0.3
KY-085,Grayson County,Kentucky,3.19,124,3.54,-0.35
KY-087,Green County,Kentucky,1.64,100,1.75,-0.11
KY-089,Greenup County,Kentucky,-1.5,40,-1.29,-0.21
KY-091,Hancock County,Kentucky,2.73,118,2.94,-0.21
KY-093,Hardin County,Kentucky,1.69,100,1.87,-0.18
KY-095,Harlan County,Kentucky,1.43,85,1.24,0.19
KY-097,Harrison County,Kentucky,1.39,90,1.56,-0.17
KY-099,Hart County,Kentucky,2.36,111,2.55,-0.19
KY-101,Henderson County,Kentucky,1.18,89,1.34,-0.16
KY-103,Henry County,Kentucky,2.2,105,2.38,-0.18
KY-105,Hickman County,Kentucky,2.71,116,3.02,-0.31
KY-107,Hopkins County,Kentucky,1.96,108,2.27,-0.31
KY-109,Jackson County,Kentucky,2.24,108,2.34,-0.1
KY-111,Jefferson County,Kentucky,1.33,89,1.58,-0.25
KY-113,Jessamine County,Kentucky,2.24,111,2.69,-0.45
KY-115,Johnson County,Kentucky,1.42,97,1.46,-0.04
KY-117,Kenton County,Kentucky,2.16,103,2.12,0.04
KY-119,Knott County,Kentucky,1.59,97,1.72,-0.13
KY-121,Knox County,Kentucky,1.84,96,1.5,0.34
KY-123,Larue County,Kentucky,1.78,102,1.98,-0.2
KY-125,Laurel County,Kentucky,2.29,106,2.13,0.16
KY-127,Lawrence County,Kentucky,-0.92,48,-0.77,-0.15
KY-129,Lee County,Kentucky,2.56,105,2.52,0.04
KY-131,Leslie County,Kentucky,1.59,89,1.34,0.25
KY-133,Letcher County,Kentucky,1.33,92,1.38,-0.05
KY-135,Lewis County,Kentucky,-1.2,43,-1.02,-0.18
KY-137,Lincoln County,Kentucky,2.65,122,3.07,-0.42
KY-139,Livingston County,Kentucky,2.13,109,2.37,-0.24
KY-141,Logan County,Kentucky,2.48,113,2.82,-0.34
KY-143,Lyon County,Kentucky,1.83,104,2.06,-0.23
KY-145,McCracken County,Kentucky,2.17,111,2.44,-0.27
KY-147,McCreary County,Kentucky,0.74,67,0.39,0.35
KY-149,McLean County,Kentucky,2.36,113,2.7,-0.34
KY-151,Madison County,Kentucky,2.52,112,2.86,-0.34
KY-153,Magoffin County,Kentucky,2.45,105,2.3,0.15
KY-155,Marion County,Kentucky,2.15,104,2.42,-0.27
KY-157,Marshall County,Kentucky,2.16,108,2.39,-0.23
KY-159,Martin County,Kentucky,0.88,79,0.93,-0.05
KY-161,Mason County,Kentucky,0.87,80,0.92,-0.05
KY-163,Meade County,Kentucky,1.49,102,1.74,-0.25
KY-165,Menifee County,Kentucky,2.6,109,2.65,-0.05
KY-167,Mercer County,Kentucky,2.68,115,3.04,-0.36
KY-169,Metcalfe County,Kentucky,1.37,93,1.54,-0.17
KY-171,Monroe County,Kentucky,0.61,79,0.72,-0.11
KY-173,Montgomery County,Kentucky,2.13,107,2.31,-0.18
KY-175,Morgan County,Kentucky,1.84,94,1.76,0.08
KY-177,Muhlenberg County,Kentucky,2.57,120,2.91,-0.34
KY-179,Nelson County,Kentucky,1.69,98,1.86,-0.17
KY-181,Nicholas County,Kentucky,1.76,93,1.74,0.02
KY-183,Ohio County,Kentucky,3.48,125,3.78,-0.3
KY-185,Oldham County,Kentucky,1.56,92,1.8,-0.24
KY-187,Owen County,Kentucky,1.89,100,2.06,-0.17
KY-189,Owsley County,Kentucky,2.12,97,2.08,0.04
KY-191,Pendleton County,Kentucky,1.27,87,1.37,-0.1
KY-193,Perry County,Kentucky,1.65,95,1.61,0.04
KY-195,Pike County,Kentucky,-0.93,48,-0.79,-0.14
KY-197,Powell County,Kentucky,2.96,113,3,-0.04
KY-199,Pulaski County,Kentucky,1.85,103,1.95,-0.1
KY-201,Robertson County,Kentucky,0.95,79,0.95,-0
KY-203,Rockcastle County,Kentucky,2.29,114,2.61,-0.32
KY-205,Rowan County,Kentucky,1.67,93,1.73,-0.06
KY-207,Russell County,Kentucky,1.36,90,1.43,-0.07
KY-209,Scott County,Kentucky,2.55,107,2.76,-0.21
KY-211,Shelby County,Kentucky,2.47,112,2.75,-0.28
KY-213,Simpson County,Kentucky,2.7,117,2.89,-0.19
KY-215,Spencer County,Kentucky,1.91,103,2.09,-0.18
KY-217,Taylor County,Kentucky,1.78,102,1.96,-0.18
KY-219,Todd County,Kentucky,-1.57,33,-1.3,-0.27
KY-221,Trigg County,Kentucky,1.48,94,1.66,-0.18
KY-223,Trimble County,Kentucky,1.62,92,1.63,-0.01
KY-225,Union County,Kentucky,0.92,87,1.15,-0.23
KY-227,Warren County,Kentucky,2.73,118,2.96,-0.23
KY-229,Washington County,Kentucky,2.51,114,2.78,-0.27
KY-231,Wayne County,Kentucky,1.12,79,0.96,0.16
KY-233,Webster County,Kentucky,1.88,103,2.1,-0.22
KY-235,Whitley County,Kentucky,1.21,84,0.96,0.25
KY-237,Wolfe County,Kentucky,2.9,110,2.69,0.21
KY-239,Woodford County,Kentucky,2.64,112,3,-0.36
LA-001,Acadia Parish,Louisiana,1.21,98,1.44,-0.23
LA-003,Allen Parish,Louisiana,0,81,0.32,-0.32
LA-005,Ascension Parish,Louisiana,0.83,83,0.97,-0.14
LA-007,Assumption Parish,Louisiana,0,73,0.25,-0.25
LA-009,Avoyelles Parish,Louisiana,0.94,94,1.21,-0.27
LA-011,Beauregard Parish,Louisiana,0,75,0.28,-0.28
LA-013,Bienville Parish,Louisiana,0,64,-0.14,0.14
LA-015,Bossier Parish,Louisiana,1.31,85,1.06,0.25
LA-017,Caddo Parish,Louisiana,2.58,104,2.32,0.26
LA-019,Calcasieu Parish,Louisiana,-0.81,57,-0.58,-0.23
LA-021,Caldwell Parish,Louisiana,1.74,98,1.69,0.05
LA-023,Cameron Parish,Louisiana,-0.91,50,-0.74,-0.17
LA-025,Catahoula Parish,Louisiana,1.54,96,1.69,-0.15
LA-027,Claiborne Parish,Louisiana,0.9,82,0.83,0.07
LA-029,Concordia Parish,Louisiana,0,69,0.18,-0.18
LA-031,De Soto Parish,Louisiana,3.05,114,2.93,0.12
LA-033,East Baton Rouge Parish,Louisiana,0,72,0.19,-0.19
LA-035,East Carroll Parish,Louisiana,1.18,85,1.1,0.08
LA-037,East Feliciana Parish,Louisiana,-1.17,49,-0.99,-0.18
LA-039,Evangeline Parish,Louisiana,-0.36,70,-0.12,-0.24
LA-041,Franklin Parish,Louisiana,1.2,86,1.27,-0.07
LA-043,Grant Parish,Louisiana,1.86,101,1.97,-0.11
LA-045,Iberia Parish,Louisiana,0.77,82,0.87,-0.1
LA-047,Iberville Parish,Louisiana,1.29,95,1.51,-0.22
LA-049,Jackson Parish,Louisiana,0,70,0.08,-0.08
LA-051,Jefferson Parish,Louisiana,2.16,110,2.29,-0.13
LA-053,Jefferson Davis Parish,Louisiana,0.86,93,1.14,-0.28
LA-055,Lafayette Parish,Louisiana,1.56,99,1.62,-0.06
LA-057,Lafourche Parish,Louisiana,0.86,87,1.04,-0.18
LA-059,La Salle Parish,Louisiana,1.79,105,1.95,-0.16
LA-061,Lincoln Parish,Louisiana,0.76,76,0.76,0
LA-063,Livingston Parish,Louisiana,0,69,0.15,-0.15
LA-065,Madison Parish,Louisiana,0,73,0.05,-0.05
LA-067,Morehouse Parish,Louisiana,1.27,86,1.07,0.2
LA-069,Natchitoches Parish,Louisiana,1.7,101,1.82,-0.12
LA-071,Orleans Parish,Louisiana,1.22,92,1.27,-0.05
LA-073,Ouachita Parish,Louisiana,1.25,85,1.17,0.08
LA-075,Plaquemines Parish,Louisiana,1.89,107,1.99,-0.1
LA-077,Pointe Coupee Parish,Louisiana,0,77,0.3,-0.3
LA-079,Rapides Parish,Louisiana,1.81,105,1.95,-0.14
LA-081,Red River Parish,Louisiana,1.19,83,0.99,0.2
LA-083,Richland Parish,Louisiana,1,82,0.87,0.13
LA-085,Sabine Parish,Louisiana,2.7,114,2.73,-0.03
LA-087,St. Bernard Parish,Louisiana,1.06,93,1.15,-0.09
LA-089,St. Charles Parish,Louisiana,1.68,102,1.8,-0.12
LA-091,St. Helena Parish,Louisiana,-1.99,28,-1.98,-0.01
LA-093,St. James Parish,Louisiana,0,65,0.05,-0.05
LA-095,St. John the Baptist Parish,Louisiana,0.91,84,0.92,-0.01
LA-097,St. Landry Parish,Louisiana,1.4,97,1.54,-0.14
LA-099,St. Martin Parish,Louisiana,1.3,95,1.51,-0.21
LA-101,St. Mary Parish,Louisiana,0,76,0.26,-0.26
LA-103,St. Tammany Parish,Louisiana,-1.12,42,-1.18,0.06
LA-105,Tangipahoa Parish,Louisiana,-1.72,37,-1.58,-0.14
LA-107,Tensas Parish,Louisiana,0.92,81,1,-0.08
LA-109,Terrebonne Parish,Louisiana,-1.25,49,-0.95,-0.3
LA-111,Union Parish,Louisiana,1.01,78,0.89,0.12
LA-113,Vermilion Parish,Louisiana,0.56,78,0.61,-0.05
LA-115,Vernon Parish,Louisiana,0,79,0.28,-0.28
LA-117,Washington Parish,Louisiana,-2.2,28,-1.89,-0.31
LA-119,Webster Parish,Louisiana,0.8,80,0.62,0.18
LA-121,West Baton Rouge Parish,Louisiana,0,72,0.21,-0.21
LA-123,West Carroll Parish,Louisiana,1.6,89,1.37,0.23
LA-125,West Feliciana Parish,Louisiana,-0.67,58,-0.44,-0.23
LA-127,Winn Parish,Louisiana,0.54,76,0.71,-0.17
ME-001,Androscoggin County,Maine,-2.54,10,-2.57,0.03
ME-003,Aroostook County,Maine,-0.91,58,-0.48,-0.44
ME-005,Cumberland County,Maine,-2.56,8,-2.64,0.08
ME-007,Franklin County,Maine,-1.98,17,-2.04,0.06
ME-009,Hancock County,Maine,-1.38,30,-1.27,-0.11
ME-011,Kennebec County,Maine,-2.5,11,-2.48,-0.02
ME-013,Knox County,Maine,-1.25,28,-1.29,0.04
ME-015,Lincoln County,Maine,-1.73,18,-1.8,0.07
ME-017,Oxford County,Maine,-1.86,17,-1.91,0.05
ME-019,Penobscot County,Maine,-1.58,33,-1.42,-0.16
ME-021,Piscataquis County,Maine,-1.55,28,-1.4,-0.15
ME-023,Sagadahoc County,Maine,-1.82,16,-1.89,0.07
ME-025,Somerset County,Maine,-1.94,14,-1.98,0.04
ME-027,Waldo County,Maine,-1.97,19,-1.9,-0.07
ME-029,Washington County,Maine,-1.19,40,-0.87,-0.32
ME-031,York County,Maine,-2.49,10,-2.46,-0.03
MD-001,Allegany County,Maryland,-1.45,36,-1.45,-0
MD-003,Anne Arundel County,Maryland,-1.63,29,-1.77,0.14
MD-005,Baltimore County,Maryland,-1.12,45,-1.01,-0.11
MD-009,Calvert County,Maryland,-2.81,12,-2.64,-0.17
MD-011,Caroline County,Maryland,-2.59,15,-2.49,-0.1
MD-013,Carroll County,Maryland,1.03,90,1,0.03
MD-015,Cecil County,Maryland,-2.25,22,-2.07,-0.18
MD-017,Charles County,Maryland,-3,12,-2.98,-0.02
MD-019,Dorchester County,Maryland,-3.12,12,-2.95,-0.17
MD-021,Frederick County,Maryland,-2.01,24,-2.1,0.09
MD-023,Garrett County,Maryland,1,87,1.01,-0.01
MD-025,Harford County,Maryland,-2.24,22,-2,-0.24
MD-027,Howard County,Maryland,-1.59,33,-1.49,-0.1
MD-029,Kent County,Maryland,-2.6,18,-2.56,-0.04
MD-031,Montgomery County,Maryland,-2.1,24,-1.99,-0.11
MD-033,Prince George&#039;s County,Maryland,-2.05,24,-2.05,0
MD-035,Queen Anne&#039;s County,Maryland,-2.36,23,-2.33,-0.03
MD-037,St. Mary&#039;s County,Maryland,-2.59,14,-2.4,-0.19
MD-039,Somerset County,Maryland,-2.52,15,-2.35,-0.17
MD-041,Talbot County,Maryland,-2.54,16,-2.46,-0.08
MD-043,Washington County,Maryland,-2.14,22,-2.29,0.15
MD-045,Wicomico County,Maryland,-2.98,10,-2.81,-0.17
MD-047,Worcester County,Maryland,-2.21,28,-1.91,-0.3
MD-510,Baltimore City,Maryland,-1.59,34,-1.49,-0.1
MD-511,Washington,District of Columbia,-2.2,23,-2.05,-0.15
MA-001,Barnstable County,Massachusetts,-2.01,21,-2,-0.01
MA-003,Berkshire County,Massachusetts,-2.5,15,-2.43,-0.07
MA-005,Bristol County,Massachusetts,-1.7,21,-1.61,-0.09
MA-007,Dukes County,Massachusetts,-0.88,44,-0.88,-0
MA-009,Essex County,Massachusetts,-2.33,13,-2.25,-0.08
MA-011,Franklin County,Massachusetts,-1.7,36,-1.5,-0.2
MA-013,Hampden County,Massachusetts,-1.69,30,-1.67,-0.02
MA-015,Hampshire County,Massachusetts,-1.36,41,-1.33,-0.03
MA-017,Middlesex County,Massachusetts,-2.24,18,-2.01,-0.23
MA-019,Nantucket County,Massachusetts,-4.65,1,-4.62,-0.03
MA-021,Norfolk County,Massachusetts,-1.4,28,-1.28,-0.12
MA-023,Plymouth County,Massachusetts,-1.86,19,-1.77,-0.09
MA-025,Suffolk County,Massachusetts,-1.77,21,-1.62,-0.15
MA-027,Worcester County,Massachusetts,-1.54,32,-1.27,-0.27
MI-001,Alcona County,Michigan,1.43,91,1.3,0.13
MI-003,Alger County,Michigan,2.13,106,2.29,-0.16
MI-005,Allegan County,Michigan,-1.8,29,-1.54,-0.26
MI-007,Alpena County,Michigan,-0.96,45,-0.78,-0.18
MI-009,Antrim County,Michigan,2.28,112,2.62,-0.34
MI-011,Arenac County,Michigan,-0.87,47,-0.92,0.05
MI-013,Baraga County,Michigan,1.22,92,1.29,-0.07
MI-015,Barry County,Michigan,1.24,80,1.25,-0.01
MI-017,Bay County,Michigan,-1.34,31,-1.63,0.29
MI-019,Benzie County,Michigan,2,109,2,-0
MI-021,Berrien County,Michigan,-1.48,38,-1.33,-0.15
MI-023,Branch County,Michigan,0.58,72,0.53,0.05
MI-025,Calhoun County,Michigan,1.52,92,1.7,-0.18
MI-027,Cass County,Michigan,-1.14,40,-1.06,-0.08
MI-029,Charlevoix County,Michigan,3.57,125,3.96,-0.39
MI-031,Cheboygan County,Michigan,2.83,118,3.11,-0.28
MI-033,Chippewa County,Michigan,2.83,121,3.08,-0.25
MI-035,Clare County,Michigan,-1.92,25,-1.62,-0.3
MI-037,Clinton County,Michigan,-0.7,48,-0.8,0.1
MI-039,Crawford County,Michigan,-1.12,46,-0.7,-0.42
MI-041,Delta County,Michigan,1.31,94,1.36,-0.05
MI-043,Dickinson County,Michigan,-0.82,51,-0.85,0.03
MI-045,Eaton County,Michigan,1.43,86,1.57,-0.14
MI-047,Emmet County,Michigan,3.73,127,4.25,-0.52
MI-049,Genesee County,Michigan,1.48,87,1.43,0.05
MI-051,Gladwin County,Michigan,-1.83,25,-1.57,-0.26
MI-053,Gogebic County,Michigan,-1.15,47,-0.91,-0.24
MI-055,Grand Traverse County,Michigan,-0.72,58,-0.6,-0.12
MI-057,Gratiot County,Michigan,-1.46,26,-1.65,0.19
MI-059,Hillsdale County,Michigan,-1.41,33,-1.37,-0.04
MI-061,Houghton County,Michigan,0,76,0.2,-0.2
MI-063,Huron County,Michigan,0.69,86,0.67,0.02
MI-065,Ingham County,Michigan,0.8,72,0.81,-0.01
MI-067,Ionia County,Michigan,0,63,-0.04,0.04
MI-069,Iosco County,Michigan,1.42,85,1.22,0.2
MI-071,Iron County,Michigan,-1.3,38,-1.34,0.04
MI-073,Isabella County,Michigan,-3.22,10,-3.06,-0.16
MI-075,Jackson County,Michigan,0.74,75,0.76,-0.02
MI-077,Kalamazoo County,Michigan,1.34,87,1.53,-0.19
MI-079,Kalkaska County,Michigan,0.86,93,1.2,-0.34
MI-081,Kent County,Michigan,-1.66,24,-1.68,0.02
MI-083,Keweenaw County,Michigan,0.73,87,1.07,-0.34
MI-085,Lake County,Michigan,-0.59,58,-0.38,-0.22
MI-087,Lapeer County,Michigan,3.15,114,2.93,0.22
MI-089,Leelanau County,Michigan,2.22,118,2.5,-0.28
MI-091,Lenawee County,Michigan,-1.44,32,-1.46,0.02
MI-093,Livingston County,Michigan,0.9,78,1.02,-0.12
MI-095,Luce County,Michigan,3.12,125,3.62,-0.5
MI-097,Mackinac County,Michigan,3.09,125,3.44,-0.35
MI-099,Macomb County,Michigan,1.12,77,1.11,0.01
MI-101,Manistee County,Michigan,1.88,106,1.96,-0.08
MI-103,Marquette County,Michigan,1.37,97,1.4,-0.03
MI-105,Mason County,Michigan,1.19,92,1.36,-0.17
MI-107,Mecosta County,Michigan,-2.24,18,-2.23,-0.01
MI-109,Menominee County,Michigan,1.02,92,1.07,-0.05
MI-111,Midland County,Michigan,-2.51,14,-2.45,-0.06
MI-113,Missaukee County,Michigan,-1.06,40,-0.79,-0.27
MI-115,Monroe County,Michigan,0,65,0.14,-0.14
MI-117,Montcalm County,Michigan,-1.9,21,-2.05,0.15
MI-119,Montmorency County,Michigan,-0.92,52,-0.57,-0.35
MI-121,Muskegon County,Michigan,-1.31,34,-1.18,-0.13
MI-123,Newaygo County,Michigan,-1.11,37,-1.03,-0.08
MI-125,Oakland County,Michigan,0.86,78,1.03,-0.17
MI-127,Oceana County,Michigan,-0.87,56,-0.65,-0.22
MI-129,Ogemaw County,Michigan,0.67,81,0.77,-0.1
MI-131,Ontonagon County,Michigan,0.55,77,0.57,-0.02
MI-133,Osceola County,Michigan,-1.13,36,-1,-0.13
MI-135,Oscoda County,Michigan,-0.91,56,-0.58,-0.33
MI-137,Otsego County,Michigan,0.97,90,1.28,-0.31
MI-139,Ottawa County,Michigan,-2.63,14,-2.51,-0.12
MI-141,Presque Isle County,Michigan,1.44,93,1.49,-0.05
MI-143,Roscommon County,Michigan,-1.27,38,-0.99,-0.28
MI-145,Saginaw County,Michigan,0.68,71,0.45,0.23
MI-147,St. Clair County,Michigan,1.32,85,1.26,0.06
MI-149,St. Joseph County,Michigan,0,61,-0.06,0.06
MI-151,Sanilac County,Michigan,1.25,84,1.15,0.1
MI-153,Schoolcraft County,Michigan,2.16,111,2.46,-0.3
MI-155,Shiawassee County,Michigan,1.15,82,1.1,0.05
MI-157,Tuscola County,Michigan,2.07,88,1.68,0.39
MI-159,Van Buren County,Michigan,-1.11,47,-0.86,-0.25
MI-161,Washtenaw County,Michigan,1.02,74,0.88,0.14
MI-163,Wayne County,Michigan,0.56,76,0.7,-0.14
MI-165,Wexford County,Michigan,0.89,89,0.96,-0.07
MN-001,Aitkin County,Minnesota,-2.68,21,-2.54,-0.14
MN-003,Anoka County,Minnesota,1.41,83,1.14,0.27
MN-005,Becker County,Minnesota,-0.96,46,-1.14,0.18
MN-007,Beltrami County,Minnesota,-3.14,24,-3.39,0.25
MN-009,Benton County,Minnesota,0.92,81,1.13,-0.21
MN-011,Big Stone County,Minnesota,4,116,3.44,0.56
MN-013,Blue Earth County,Minnesota,3.18,109,2.68,0.5
MN-015,Brown County,Minnesota,1.48,71,0.51,0.97
MN-017,Carlton County,Minnesota,-2.6,16,-2.47,-0.13
MN-019,Carver County,Minnesota,2.13,91,1.61,0.52
MN-021,Cass County,Minnesota,-2.37,27,-2.31,-0.06
MN-023,Chippewa County,Minnesota,4.21,121,4.01,0.2
MN-025,Chisago County,Minnesota,0.64,72,0.54,0.1
MN-027,Clay County,Minnesota,0.66,66,0.12,0.54
MN-029,Clearwater County,Minnesota,-2.46,34,-2.56,0.1
MN-031,Cook County,Minnesota,0.99,87,1.26,-0.27
MN-033,Cottonwood County,Minnesota,1.35,76,0.49,0.86
MN-035,Crow Wing County,Minnesota,-1.87,27,-1.72,-0.15
MN-037,Dakota County,Minnesota,2.28,99,1.95,0.33
MN-039,Dodge County,Minnesota,3.01,108,2.8,0.21
MN-041,Douglas County,Minnesota,3.36,121,3.41,-0.05
MN-043,Faribault County,Minnesota,4.7,127,4.46,0.24
MN-045,Fillmore County,Minnesota,3.4,113,3.01,0.39
MN-047,Freeborn County,Minnesota,4.27,126,3.92,0.35
MN-049,Goodhue County,Minnesota,1.77,83,1.43,0.34
MN-051,Grant County,Minnesota,3.24,109,2.83,0.41
MN-053,Hennepin County,Minnesota,2.07,92,1.66,0.41
MN-055,Houston County,Minnesota,1.99,90,1.77,0.22
MN-057,Hubbard County,Minnesota,-2.54,27,-2.58,0.04
MN-059,Isanti County,Minnesota,-0.47,59,-0.51,0.04
MN-061,Itasca County,Minnesota,-3.23,19,-3.24,0.01
MN-063,Jackson County,Minnesota,1.34,84,0.83,0.51
MN-065,Kanabec County,Minnesota,-0.66,57,-0.52,-0.14
MN-067,Kandiyohi County,Minnesota,3.46,112,3.47,-0.01
MN-069,Kittson County,Minnesota,-4.64,6,-5.25,0.61
MN-071,Koochiching County,Minnesota,-1.68,31,-1.71,0.03
MN-073,Lac qui Parle County,Minnesota,4.18,122,3.92,0.26
MN-075,Lake County,Minnesota,-0.9,61,-0.55,-0.35
MN-077,Lake of the Woods County,Minnesota,-3.11,21,-3.25,0.14
MN-079,Le Sueur County,Minnesota,1.11,72,0.68,0.43
MN-081,Lincoln County,Minnesota,3.28,107,2.73,0.55
MN-083,Lyon County,Minnesota,3.71,109,3.1,0.61
MN-085,McLeod County,Minnesota,2.08,93,1.6,0.48
MN-087,Mahnomen County,Minnesota,-0.92,43,-1.2,0.28
MN-089,Marshall County,Minnesota,-3.66,14,-4.2,0.54
MN-091,Martin County,Minnesota,2.51,100,1.97,0.54
MN-093,Meeker County,Minnesota,2.97,113,2.98,-0.01
MN-095,Mille Lacs County,Minnesota,-1.23,43,-1.02,-0.21
MN-097,Morrison County,Minnesota,0,69,0.28,-0.28
MN-099,Mower County,Minnesota,3.55,119,3.21,0.34
MN-101,Murray County,Minnesota,1.53,83,1.04,0.49
MN-103,Nicollet County,Minnesota,-1.36,36,-2.05,0.69
MN-105,Nobles County,Minnesota,-1.89,30,-2.15,0.26
MN-107,Norman County,Minnesota,-1.2,39,-1.7,0.5
MN-109,Olmsted County,Minnesota,2.1,93,1.94,0.16
MN-111,Otter Tail County,Minnesota,1.23,77,1.09,0.14
MN-113,Pennington County,Minnesota,-3.11,19,-3.51,0.4
MN-115,Pine County,Minnesota,-1.2,48,-0.94,-0.26
MN-117,Pipestone County,Minnesota,-1.26,36,-1.69,0.43
MN-119,Polk County,Minnesota,-2.27,26,-2.77,0.5
MN-121,Pope County,Minnesota,4.03,122,3.92,0.11
MN-123,Ramsey County,Minnesota,2.84,107,2.47,0.37
MN-125,Red Lake County,Minnesota,-2.33,25,-2.8,0.47
MN-127,Redwood County,Minnesota,1.59,80,0.78,0.81
MN-129,Renville County,Minnesota,-1.14,37,-1.64,0.5
MN-131,Rice County,Minnesota,3.05,108,2.83,0.22
MN-133,Rock County,Minnesota,-2.64,18,-2.86,0.22
MN-135,Roseau County,Minnesota,-3.3,13,-3.67,0.37
MN-137,St. Louis County,Minnesota,-1.89,32,-1.72,-0.17
MN-139,Scott County,Minnesota,1.87,88,1.43,0.44
MN-141,Sherburne County,Minnesota,0.85,77,0.73,0.12
MN-143,Sibley County,Minnesota,-2.13,26,-2.68,0.55
MN-145,Stearns County,Minnesota,3.2,117,3.39,-0.19
MN-147,Steele County,Minnesota,4.39,124,3.98,0.41
MN-149,Stevens County,Minnesota,4.01,116,3.48,0.53
MN-151,Swift County,Minnesota,3.95,119,3.61,0.34
MN-153,Todd County,Minnesota,1.97,97,2.17,-0.2
MN-155,Traverse County,Minnesota,4,110,3.37,0.63
MN-157,Wabasha County,Minnesota,1.47,79,1.12,0.35
MN-159,Wadena County,Minnesota,-1.74,37,-1.51,-0.23
MN-161,Waseca County,Minnesota,4.51,125,4,0.51
MN-163,Washington County,Minnesota,2.65,105,2.32,0.33
MN-165,Watonwan County,Minnesota,3.17,105,2.36,0.81
MN-167,Wilkin County,Minnesota,1.66,73,1.16,0.5
MN-169,Winona County,Minnesota,2.5,103,2.27,0.23
MN-171,Wright County,Minnesota,1.92,93,1.76,0.16
MN-173,Yellow Medicine County,Minnesota,4.55,127,4.19,0.36
MS-001,Adams County,Mississippi,0.84,78,0.89,-0.05
MS-003,Alcorn County,Mississippi,0.92,79,0.86,0.06
MS-005,Amite County,Mississippi,-1.41,39,-1.3,-0.11
MS-007,Attala County,Mississippi,-0.88,55,-0.7,-0.18
MS-009,Benton County,Mississippi,1.91,106,1.97,-0.06
MS-011,Bolivar County,Mississippi,-1.29,41,-1.28,-0.01
MS-013,Calhoun County,Mississippi,1.48,95,1.44,0.04
MS-015,Carroll County,Mississippi,-1.98,31,-1.7,-0.28
MS-017,Chickasaw County,Mississippi,1.46,96,1.63,-0.17
MS-019,Choctaw County,Mississippi,1.29,87,1.44,-0.15
MS-021,Claiborne County,Mississippi,-0.66,51,-0.74,0.08
MS-023,Clarke County,Mississippi,1.05,86,1.07,-0.02
MS-025,Clay County,Mississippi,1.82,101,1.97,-0.15
MS-027,Coahoma County,Mississippi,-1.08,49,-1.2,0.12
MS-029,Copiah County,Mississippi,0,63,-0.06,0.06
MS-031,Covington County,Mississippi,-1.24,45,-1.08,-0.16
MS-033,DeSoto County,Mississippi,1.66,94,1.53,0.13
MS-035,Forrest County,Mississippi,0.96,88,1.23,-0.27
MS-037,Franklin County,Mississippi,0,65,-0,0
MS-039,George County,Mississippi,0.76,87,0.85,-0.09
MS-041,Greene County,Mississippi,0.98,85,1.09,-0.11
MS-043,Grenada County,Mississippi,-0.8,54,-0.71,-0.09
MS-045,Hancock County,Mississippi,-0.35,54,-0.45,0.1
MS-047,Harrison County,Mississippi,1.3,88,1.3,-0
MS-049,Hinds County,Mississippi,-0.39,59,-0.44,0.05
MS-051,Holmes County,Mississippi,-1.81,31,-1.5,-0.31
MS-053,Humphreys County,Mississippi,-1.23,46,-1.21,-0.02
MS-055,Issaquena County,Mississippi,0.91,80,0.89,0.02
MS-057,Itawamba County,Mississippi,1.84,103,2.07,-0.23
MS-059,Jackson County,Mississippi,1.04,83,0.95,0.09
MS-061,Jasper County,Mississippi,-0.65,55,-0.56,-0.09
MS-063,Jefferson County,Mississippi,0,63,-0.05,0.05
MS-065,Jefferson Davis County,Mississippi,-1.76,29,-1.64,-0.12
MS-067,Jones County,Mississippi,1.26,94,1.4,-0.14
MS-069,Kemper County,Mississippi,0.82,92,1.26,-0.44
MS-071,Lafayette County,Mississippi,1.55,89,1.43,0.12
MS-073,Lamar County,Mississippi,-1.38,47,-1.05,-0.33
MS-075,Lauderdale County,Mississippi,-1.2,51,-1.04,-0.16
MS-077,Lawrence County,Mississippi,-1.87,28,-1.82,-0.05
MS-079,Leake County,Mississippi,1,84,1.24,-0.24
MS-081,Lee County,Mississippi,1.59,100,1.78,-0.19
MS-083,Leflore County,Mississippi,-2.29,29,-2.26,-0.03
MS-085,Lincoln County,Mississippi,-1.59,35,-1.57,-0.02
MS-087,Lowndes County,Mississippi,2.17,103,2.37,-0.2
MS-089,Madison County,Mississippi,0.76,81,1.02,-0.26
MS-091,Marion County,Mississippi,-2.03,29,-1.68,-0.35
MS-093,Marshall County,Mississippi,1.72,102,1.75,-0.03
MS-095,Monroe County,Mississippi,1.49,93,1.7,-0.21
MS-097,Montgomery County,Mississippi,0,71,0.19,-0.19
MS-099,Neshoba County,Mississippi,0.82,84,0.94,-0.12
MS-101,Newton County,Mississippi,0.95,87,0.93,0.02
MS-103,Noxubee County,Mississippi,2.36,106,2.59,-0.23
MS-105,Oktibbeha County,Mississippi,2.26,104,2.38,-0.12
MS-107,Panola County,Mississippi,0.85,76,0.67,0.18
MS-109,Pearl River County,Mississippi,-1.07,45,-0.95,-0.13
MS-111,Perry County,Mississippi,1.09,92,1.3,-0.21
MS-113,Pike County,Mississippi,-1.99,21,-1.79,-0.2
