# Title: August 2025 Contiguous U.S. County Palmer Drought Severity Index (PDSI)
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
NC-019,Brunswick County,North Carolina,-0.78,45,-0.94,0.16
NC-021,Buncombe County,North Carolina,-0.67,54,-0.58,-0.09
NC-023,Burke County,North Carolina,1.25,93,1.29,-0.04
NC-025,Cabarrus County,North Carolina,1.68,97,1.24,0.44
NC-027,Caldwell County,North Carolina,1.46,99,1.43,0.03
NC-029,Camden County,North Carolina,-1.04,46,-1.21,0.17
NC-031,Carteret County,North Carolina,-1.4,27,-1.7,0.3
NC-033,Caswell County,North Carolina,2.12,106,2.04,0.08
NC-035,Catawba County,North Carolina,1.54,100,1.4,0.14
NC-037,Chatham County,North Carolina,2.33,118,2.46,-0.13
NC-039,Cherokee County,North Carolina,1.34,92,1.43,-0.09
NC-041,Chowan County,North Carolina,-1.11,45,-1.08,-0.03
NC-043,Clay County,North Carolina,-0.81,56,-0.76,-0.05
NC-045,Cleveland County,North Carolina,-0.9,50,-0.97,0.07
NC-047,Columbus County,North Carolina,-0.87,50,-0.89,0.02
NC-049,Craven County,North Carolina,-0.92,44,-0.99,0.07
NC-051,Cumberland County,North Carolina,-1.39,40,-1.47,0.08
NC-053,Currituck County,North Carolina,-1.06,45,-1.22,0.16
NC-055,Dare County,North Carolina,1.42,100,1.26,0.16
NC-057,Davidson County,North Carolina,-0.99,50,-1.07,0.08
NC-059,Davie County,North Carolina,-2.21,20,-2.34,0.13
NC-061,Duplin County,North Carolina,0.79,77,0.82,-0.03
NC-063,Durham County,North Carolina,2.1,114,2.13,-0.03
NC-065,Edgecombe County,North Carolina,0.95,80,0.97,-0.02
NC-067,Forsyth County,North Carolina,1.48,97,1.38,0.1
NC-069,Franklin County,North Carolina,0.9,86,0.9,0
NC-071,Gaston County,North Carolina,1.37,94,1.26,0.11
NC-073,Gates County,North Carolina,0,70,-0.04,0.04
NC-075,Graham County,North Carolina,-1.97,22,-2.05,0.08
NC-077,Granville County,North Carolina,1.38,92,1.31,0.07
NC-079,Greene County,North Carolina,1.16,88,1.21,-0.05
NC-081,Guilford County,North Carolina,2.73,116,2.59,0.14
NC-083,Halifax County,North Carolina,1.06,82,0.94,0.12
NC-085,Harnett County,North Carolina,-0.89,55,-0.78,-0.11
NC-087,Haywood County,North Carolina,-1.28,38,-1.25,-0.03
NC-089,Henderson County,North Carolina,-1.01,49,-0.86,-0.15
NC-091,Hertford County,North Carolina,-1.28,43,-1.16,-0.12
NC-093,Hoke County,North Carolina,-2.1,30,-2.06,-0.04
NC-095,Hyde County,North Carolina,-0.58,57,-0.64,0.06
NC-097,Iredell County,North Carolina,-1.04,37,-1.31,0.27
NC-099,Jackson County,North Carolina,-1.48,36,-1.39,-0.09
NC-101,Johnston County,North Carolina,1.34,96,1.27,0.07
NC-103,Jones County,North Carolina,1,86,1.04,-0.04
NC-105,Lee County,North Carolina,1.34,103,1.58,-0.24
NC-107,Lenoir County,North Carolina,1.1,86,1.13,-0.03
NC-109,Lincoln County,North Carolina,-0.57,57,-0.72,0.15
NC-111,McDowell County,North Carolina,1.02,87,0.88,0.14
NC-113,Macon County,North Carolina,-1.74,27,-1.65,-0.09
NC-115,Madison County,North Carolina,1.19,90,1.16,0.03
NC-117,Martin County,North Carolina,0.91,77,0.81,0.1
NC-119,Mecklenburg County,North Carolina,1.44,91,1.24,0.2
NC-121,Mitchell County,North Carolina,-0.99,38,-1.2,0.21
NC-123,Montgomery County,North Carolina,2.19,112,2.11,0.08
NC-125,Moore County,North Carolina,1.26,101,1.41,-0.15
NC-127,Nash County,North Carolina,-0.84,49,-0.75,-0.09
NC-129,New Hanover County,North Carolina,-2.02,20,-2.16,0.14
NC-131,Northampton County,North Carolina,0.78,71,0.67,0.11
NC-133,Onslow County,North Carolina,-1.29,36,-1.32,0.03
NC-135,Orange County,North Carolina,2.94,122,2.89,0.05
NC-137,Pamlico County,North Carolina,-1.15,39,-1.27,0.12
NC-139,Pasquotank County,North Carolina,-1.07,48,-1.19,0.12
NC-141,Pender County,North Carolina,-1.43,34,-1.62,0.19
NC-143,Perquimans County,North Carolina,-1.16,44,-1.21,0.05
NC-145,Person County,North Carolina,2.05,106,1.99,0.06
NC-147,Pitt County,North Carolina,1.34,93,1.34,0
NC-149,Polk County,North Carolina,-1.28,39,-1.24,-0.04
NC-151,Randolph County,North Carolina,1.97,109,1.97,-0
NC-153,Richmond County,North Carolina,0.72,91,0.76,-0.04
NC-155,Robeson County,North Carolina,-2.21,23,-2.29,0.08
NC-157,Rockingham County,North Carolina,1.05,86,0.93,0.12
NC-159,Rowan County,North Carolina,-1.73,31,-1.9,0.17
NC-161,Rutherford County,North Carolina,-0.79,49,-0.82,0.03
NC-163,Sampson County,North Carolina,-0.68,54,-0.78,0.1
NC-165,Scotland County,North Carolina,-2.2,34,-2.02,-0.18
NC-167,Stanly County,North Carolina,2.04,107,1.78,0.26
NC-169,Stokes County,North Carolina,1.32,88,1.19,0.13
NC-171,Surry County,North Carolina,1.38,93,1.34,0.04
NC-173,Swain County,North Carolina,-1.36,29,-1.67,0.31
NC-175,Transylvania County,North Carolina,-1.55,32,-1.35,-0.2
NC-177,Tyrrell County,North Carolina,-0.84,54,-0.87,0.03
NC-179,Union County,North Carolina,-1.32,47,-1.38,0.06
NC-181,Vance County,North Carolina,1.25,88,1.15,0.1
NC-183,Wake County,North Carolina,1.21,96,1.35,-0.14
NC-185,Warren County,North Carolina,1.32,87,1.04,0.28
NC-187,Washington County,North Carolina,-1.25,38,-1.39,0.14
NC-189,Watauga County,North Carolina,-0.57,55,-0.71,0.14
NC-191,Wayne County,North Carolina,0.88,82,0.98,-0.1
NC-193,Wilkes County,North Carolina,-0.59,58,-0.53,-0.06
NC-195,Wilson County,North Carolina,-0.89,47,-0.93,0.04
NC-197,Yadkin County,North Carolina,1.41,91,1.34,0.07
NC-199,Yancey County,North Carolina,-0.8,47,-0.92,0.12
ND-001,Adams County,North Dakota,2.16,91,1.71,0.45
ND-003,Barnes County,North Dakota,2.89,88,2,0.89
ND-005,Benson County,North Dakota,-1.02,34,-1.85,0.83
ND-007,Billings County,North Dakota,-1.89,41,-1.93,0.04
ND-009,Bottineau County,North Dakota,-3.79,12,-3.89,0.1
ND-011,Bowman County,North Dakota,-1.22,45,-1.54,0.32
ND-013,Burke County,North Dakota,-2.15,27,-2.78,0.63
ND-015,Burleigh County,North Dakota,2.72,94,2.19,0.53
ND-017,Cass County,North Dakota,1.85,75,1.06,0.79
ND-019,Cavalier County,North Dakota,-1.65,30,-2.19,0.54
ND-021,Dickey County,North Dakota,2.96,84,1.95,1.01
ND-023,Divide County,North Dakota,-1.92,30,-2.63,0.71
ND-025,Dunn County,North Dakota,-1.6,48,-1.86,0.26
ND-027,Eddy County,North Dakota,2.07,74,1.08,0.99
ND-029,Emmons County,North Dakota,2.27,89,1.96,0.31
ND-031,Foster County,North Dakota,2,78,0.94,1.06
ND-033,Golden Valley County,North Dakota,-1.14,41,-1.65,0.51
ND-035,Grand Forks County,North Dakota,-1.41,26,-2.28,0.87
ND-037,Grant County,North Dakota,1.98,80,1.39,0.59
ND-039,Griggs County,North Dakota,2.65,94,1.84,0.81
ND-041,Hettinger County,North Dakota,1.8,88,1.44,0.36
ND-043,Kidder County,North Dakota,4.55,115,3.88,0.67
ND-045,LaMoure County,North Dakota,3.82,101,2.71,1.11
ND-047,Logan County,North Dakota,4.64,110,3.79,0.85
ND-049,McHenry County,North Dakota,-1.99,33,-2.22,0.23
ND-051,McIntosh County,North Dakota,0.85,60,-0.11,0.96
ND-053,McKenzie County,North Dakota,-2.15,25,-2.74,0.59
ND-055,McLean County,North Dakota,-0.83,45,-1.22,0.39
ND-057,Mercer County,North Dakota,0.79,73,0.44,0.35
ND-059,Morton County,North Dakota,1.57,76,0.97,0.6
ND-061,Mountrail County,North Dakota,-1.42,39,-2.03,0.61
ND-063,Nelson County,North Dakota,1.08,62,0.22,0.86
ND-065,Oliver County,North Dakota,0.9,75,0.5,0.4
ND-067,Pembina County,North Dakota,-2.14,23,-2.56,0.42
ND-069,Pierce County,North Dakota,-2.63,17,-3.19,0.56
ND-071,Ramsey County,North Dakota,2.23,77,1.35,0.88
ND-073,Ransom County,North Dakota,4.19,101,3.05,1.14
ND-075,Renville County,North Dakota,-3.69,15,-3.63,-0.06
ND-077,Richland County,North Dakota,3.59,97,2.7,0.89
ND-079,Rolette County,North Dakota,-4.69,6,-5.17,0.48
ND-081,Sargent County,North Dakota,4.99,113,3.84,1.15
ND-083,Sheridan County,North Dakota,0,60,-0.39,0.39
ND-085,Sioux County,North Dakota,2.78,86,2.09,0.69
ND-087,Slope County,North Dakota,-1.92,41,-2.02,0.1
ND-089,Stark County,North Dakota,-1.44,51,-1.48,0.04
ND-091,Steele County,North Dakota,2.04,78,1.33,0.71
ND-093,Stutsman County,North Dakota,3.34,92,2.19,1.15
ND-095,Towner County,North Dakota,-3.57,14,-4.14,0.57
ND-097,Traill County,North Dakota,1.04,64,0.36,0.68
ND-099,Walsh County,North Dakota,-1.91,25,-2.53,0.62
ND-101,Ward County,North Dakota,-2.09,34,-2.27,0.18
ND-103,Wells County,North Dakota,-1.18,40,-1.54,0.36
ND-105,Williams County,North Dakota,0,67,-0.87,0.87
OH-001,Adams County,Ohio,-1.28,38,-1.26,-0.02
OH-003,Allen County,Ohio,-1.61,26,-1.78,0.17
OH-005,Ashland County,Ohio,-1.21,42,-1.23,0.02
OH-007,Ashtabula County,Ohio,-2,24,-1.87,-0.13
OH-009,Athens County,Ohio,1.33,94,1.46,-0.13
OH-011,Auglaize County,Ohio,-1.59,28,-1.81,0.22
OH-013,Belmont County,Ohio,-3.7,2,-3.84,0.14
OH-015,Brown County,Ohio,0.79,81,0.85,-0.06
OH-017,Butler County,Ohio,-0.93,46,-0.91,-0.02
OH-019,Carroll County,Ohio,-3.3,5,-3.44,0.14
OH-021,Champaign County,Ohio,1.36,86,1.22,0.14
OH-023,Clark County,Ohio,1.08,82,1.01,0.07
OH-025,Clermont County,Ohio,1.83,98,1.75,0.08
OH-027,Clinton County,Ohio,0.68,76,0.57,0.11
OH-029,Columbiana County,Ohio,-2.32,12,-2.5,0.18
OH-031,Coshocton County,Ohio,-2.09,19,-1.95,-0.14
OH-033,Crawford County,Ohio,0.63,74,0.5,0.13
OH-035,Cuyahoga County,Ohio,-0.73,53,-0.63,-0.1
OH-037,Darke County,Ohio,0.99,85,0.87,0.12
OH-039,Defiance County,Ohio,0.94,77,0.81,0.13
OH-041,Delaware County,Ohio,-1.94,25,-1.95,0.01
OH-043,Erie County,Ohio,0.69,70,0.81,-0.12
OH-045,Fairfield County,Ohio,1.66,98,1.66,0
OH-047,Fayette County,Ohio,1.49,96,1.39,0.1
OH-049,Franklin County,Ohio,0.71,79,0.65,0.06
OH-051,Fulton County,Ohio,-1.74,20,-1.78,0.04
OH-053,Gallia County,Ohio,-1.27,42,-1.14,-0.13
OH-055,Geauga County,Ohio,0.59,71,0.73,-0.14
OH-057,Greene County,Ohio,0.83,80,0.73,0.1
OH-059,Guernsey County,Ohio,-2.84,13,-2.62,-0.22
OH-061,Hamilton County,Ohio,1.81,97,1.75,0.06
OH-063,Hancock County,Ohio,-1.98,26,-2.07,0.09
OH-065,Hardin County,Ohio,-1.92,30,-2.04,0.12
OH-067,Harrison County,Ohio,-3.63,4,-3.59,-0.04
OH-069,Henry County,Ohio,-0.84,45,-0.84,-0
OH-071,Highland County,Ohio,0.72,78,0.68,0.04
OH-073,Hocking County,Ohio,1.45,97,1.52,-0.07
OH-075,Holmes County,Ohio,-1.87,27,-1.64,-0.23
OH-077,Huron County,Ohio,0.79,69,0.73,0.06
OH-079,Jackson County,Ohio,-1.3,39,-1.26,-0.04
OH-081,Jefferson County,Ohio,-4.42,1,-4.6,0.18
OH-083,Knox County,Ohio,-0.83,53,-0.81,-0.02
OH-085,Lake County,Ohio,-0.97,52,-0.73,-0.24
OH-087,Lawrence County,Ohio,-1.28,40,-1.17,-0.11
OH-089,Licking County,Ohio,0.7,79,0.7,-0
OH-091,Logan County,Ohio,0.6,63,0.38,0.22
OH-093,Lorain County,Ohio,0.68,63,0.72,-0.04
OH-095,Lucas County,Ohio,-1.84,25,-1.69,-0.15
OH-097,Madison County,Ohio,-0.78,50,-0.8,0.02
OH-099,Mahoning County,Ohio,-1.28,38,-1.33,0.05
OH-101,Marion County,Ohio,-2.6,17,-2.78,0.18
OH-103,Medina County,Ohio,-0.86,45,-0.81,-0.05
OH-105,Meigs County,Ohio,1.04,84,1.03,0.01
OH-107,Mercer County,Ohio,-1.29,32,-1.49,0.2
OH-109,Miami County,Ohio,1.19,83,1.05,0.14
OH-111,Monroe County,Ohio,-1.56,30,-1.65,0.09
OH-113,Montgomery County,Ohio,0.77,78,0.66,0.11
OH-115,Morgan County,Ohio,-1.31,45,-1.22,-0.09
OH-117,Morrow County,Ohio,-1.34,35,-1.43,0.09
OH-119,Muskingum County,Ohio,-2.06,27,-1.79,-0.27
OH-121,Noble County,Ohio,-2.2,21,-2.1,-0.1
OH-123,Ottawa County,Ohio,-1.58,29,-1.48,-0.1
OH-125,Paulding County,Ohio,-0.7,52,-0.78,0.08
OH-127,Perry County,Ohio,1.29,95,1.42,-0.13
OH-129,Pickaway County,Ohio,2.41,111,2.32,0.09
OH-131,Pike County,Ohio,0.6,79,0.49,0.11
OH-133,Portage County,Ohio,-1.16,42,-1.1,-0.06
OH-135,Preble County,Ohio,1.71,98,1.68,0.03
OH-137,Putnam County,Ohio,-0.85,46,-0.93,0.08
OH-139,Richland County,Ohio,-1.03,42,-1.11,0.08
OH-141,Ross County,Ohio,1.37,96,1.32,0.05
OH-143,Sandusky County,Ohio,0.87,73,0.99,-0.12
OH-145,Scioto County,Ohio,-1.53,39,-1.29,-0.25
OH-147,Seneca County,Ohio,0.86,73,0.88,-0.02
OH-149,Shelby County,Ohio,0.97,75,0.77,0.2
OH-151,Stark County,Ohio,-2.14,17,-2.17,0.03
OH-153,Summit County,Ohio,-1.38,43,-1.21,-0.17
OH-155,Trumbull County,Ohio,0.94,74,0.9,0.04
OH-157,Tuscarawas County,Ohio,-3.38,7,-3.29,-0.09
OH-159,Union County,Ohio,-1.51,36,-1.55,0.04
OH-161,Van Wert County,Ohio,-2.2,16,-2.39,0.19
OH-163,Vinton County,Ohio,0.85,91,0.9,-0.05
OH-165,Warren County,Ohio,-0.69,53,-0.79,0.1
OH-167,Washington County,Ohio,1.09,85,1.01,0.08
OH-169,Wayne County,Ohio,-0.96,45,-0.85,-0.11
OH-171,Williams County,Ohio,-1.3,36,-1.5,0.2
OH-173,Wood County,Ohio,-0.91,47,-0.78,-0.13
OH-175,Wyandot County,Ohio,-1.69,28,-1.9,0.21
OK-001,Adair County,Oklahoma,3.01,112,2.7,0.31
OK-003,Alfalfa County,Oklahoma,4.39,120,3.77,0.62
OK-005,Atoka County,Oklahoma,2.84,116,2.91,-0.07
OK-007,Beaver County,Oklahoma,2.35,96,2.07,0.28
OK-009,Beckham County,Oklahoma,2.26,99,1.84,0.42
OK-011,Blaine County,Oklahoma,3.2,103,2.86,0.34
OK-013,Bryan County,Oklahoma,2.28,103,2.23,0.05
OK-015,Caddo County,Oklahoma,3.52,112,3.3,0.22
OK-017,Canadian County,Oklahoma,4.54,122,4.5,0.04
OK-019,Carter County,Oklahoma,3.43,116,3.4,0.03
OK-021,Cherokee County,Oklahoma,3.08,112,2.89,0.19
OK-023,Choctaw County,Oklahoma,2.05,102,2.05,0
OK-025,Cimarron County,Oklahoma,1.08,79,0.54,0.54
OK-027,Cleveland County,Oklahoma,4.33,126,4.58,-0.25
OK-029,Coal County,Oklahoma,3.12,116,3.24,-0.12
OK-031,Comanche County,Oklahoma,3.9,118,3.73,0.17
OK-033,Cotton County,Oklahoma,4.16,120,4.15,0.01
OK-035,Craig County,Oklahoma,2.07,108,2.03,0.04
OK-037,Creek County,Oklahoma,4.4,126,4.44,-0.04
OK-039,Custer County,Oklahoma,4.44,118,4.03,0.41
OK-041,Delaware County,Oklahoma,2.33,106,2.18,0.15
OK-043,Dewey County,Oklahoma,4.38,121,4.15,0.23
OK-045,Ellis County,Oklahoma,2.63,101,2.3,0.33
OK-047,Garfield County,Oklahoma,3.99,116,3.72,0.27
OK-049,Garvin County,Oklahoma,4.28,123,4.31,-0.03
OK-051,Grady County,Oklahoma,3.81,120,3.93,-0.12
OK-053,Grant County,Oklahoma,4.83,124,4.35,0.48
OK-055,Greer County,Oklahoma,1.53,85,1.09,0.44
OK-057,Harmon County,Oklahoma,1.73,89,1.39,0.34
OK-059,Harper County,Oklahoma,2.42,107,2.51,-0.09
OK-061,Haskell County,Oklahoma,3.9,126,3.91,-0.01
OK-063,Hughes County,Oklahoma,3.5,123,3.64,-0.14
OK-065,Jackson County,Oklahoma,2.49,98,2.06,0.43
OK-067,Jefferson County,Oklahoma,3.95,118,3.89,0.06
OK-069,Johnston County,Oklahoma,3.02,113,3.11,-0.09
OK-071,Kay County,Oklahoma,4.22,120,3.78,0.44
OK-073,Kingfisher County,Oklahoma,4.55,119,4.29,0.26
OK-075,Kiowa County,Oklahoma,2.29,99,1.94,0.35
OK-077,Latimer County,Oklahoma,3.91,128,3.89,0.02
OK-079,Le Flore County,Oklahoma,2.98,116,3.03,-0.05
OK-081,Lincoln County,Oklahoma,4.11,126,4.17,-0.06
OK-083,Logan County,Oklahoma,5.07,125,5,0.07
OK-085,Love County,Oklahoma,3.11,111,3.1,0.01
OK-087,McClain County,Oklahoma,4.29,126,4.51,-0.22
OK-089,McCurtain County,Oklahoma,1.77,99,1.82,-0.05
OK-091,McIntosh County,Oklahoma,4.41,126,4.33,0.08
OK-093,Major County,Oklahoma,3.96,120,3.78,0.18
OK-095,Marshall County,Oklahoma,2.64,109,2.65,-0.01
OK-097,Mayes County,Oklahoma,2.7,108,2.58,0.12
OK-099,Murray County,Oklahoma,3.63,115,3.67,-0.04
OK-101,Muskogee County,Oklahoma,3.47,119,3.49,-0.02
OK-103,Noble County,Oklahoma,3.22,108,2.94,0.28
OK-105,Nowata County,Oklahoma,3.35,121,3.21,0.14
OK-107,Okfuskee County,Oklahoma,4.04,124,4.05,-0.01
OK-109,Oklahoma County,Oklahoma,5.22,128,5.31,-0.09
OK-111,Okmulgee County,Oklahoma,3.99,124,4,-0.01
OK-113,Osage County,Oklahoma,4.98,126,4.74,0.24
OK-115,Ottawa County,Oklahoma,1.69,92,1.66,0.03
OK-117,Pawnee County,Oklahoma,3.33,107,3.01,0.32
OK-119,Payne County,Oklahoma,3.28,115,3.19,0.09
OK-121,Pittsburg County,Oklahoma,3.84,126,3.97,-0.13
OK-123,Pontotoc County,Oklahoma,3.27,117,3.29,-0.02
OK-125,Pottawatomie County,Oklahoma,3.73,122,3.79,-0.06
OK-127,Pushmataha County,Oklahoma,2.21,108,2.33,-0.12
OK-129,Roger Mills County,Oklahoma,4.4,121,4.12,0.28
OK-131,Rogers County,Oklahoma,4.39,126,4.12,0.27
OK-133,Seminole County,Oklahoma,3.91,122,4,-0.09
OK-135,Sequoyah County,Oklahoma,3.25,117,3.19,0.06
OK-137,Stephens County,Oklahoma,4.2,124,4.01,0.19
OK-139,Texas County,Oklahoma,1.33,90,1.25,0.08
OK-141,Tillman County,Oklahoma,3.74,118,3.6,0.14
OK-143,Tulsa County,Oklahoma,4.61,129,4.53,0.08
OK-145,Wagoner County,Oklahoma,3.25,119,3.26,-0.01
OK-147,Washington County,Oklahoma,4.45,127,4.39,0.06
OK-149,Washita County,Oklahoma,3.62,114,3.26,0.36
OK-151,Woods County,Oklahoma,4.28,121,3.83,0.45
OK-153,Woodward County,Oklahoma,3.77,116,3.54,0.23
OR-001,Baker County,Oregon,-3.33,13,-3.18,-0.15
OR-003,Benton County,Oregon,-2.79,11,-2.74,-0.05
OR-005,Clackamas County,Oregon,-3.06,8,-2.93,-0.13
OR-007,Clatsop County,Oregon,-3.21,8,-2.95,-0.26
OR-009,Columbia County,Oregon,-3.66,3,-3.47,-0.19
OR-011,Coos County,Oregon,-2.7,11,-2.49,-0.21
OR-013,Crook County,Oregon,-2.76,34,-2.61,-0.15
OR-015,Curry County,Oregon,-3.17,6,-2.93,-0.24
OR-017,Deschutes County,Oregon,-3.33,9,-3.36,0.03
OR-019,Douglas County,Oregon,-3.14,7,-3.03,-0.11
OR-021,Gilliam County,Oregon,-0.96,57,-0.92,-0.04
OR-023,Grant County,Oregon,-2.63,21,-2.6,-0.03
OR-025,Harney County,Oregon,-1.82,46,-2.23,0.41
OR-027,Hood River County,Oregon,-3.06,8,-2.78,-0.28
OR-029,Jackson County,Oregon,-2.61,14,-2.61,0
OR-031,Jefferson County,Oregon,-2.84,17,-2.89,0.05
OR-033,Josephine County,Oregon,-2.69,15,-2.56,-0.13
OR-035,Klamath County,Oregon,-2.42,20,-2.44,0.02
OR-037,Lake County,Oregon,-2.02,41,-2.2,0.18
OR-039,Lane County,Oregon,-2.75,11,-2.74,-0.01
OR-041,Lincoln County,Oregon,-3.33,5,-3.27,-0.06
OR-043,Linn County,Oregon,-2.55,11,-2.48,-0.07
OR-045,Malheur County,Oregon,0.77,81,0.69,0.08
OR-047,Marion County,Oregon,-2.87,9,-2.76,-0.11
OR-049,Morrow County,Oregon,-2.26,40,-2.12,-0.14
OR-051,Multnomah County,Oregon,-2.63,14,-2.47,-0.16
OR-053,Polk County,Oregon,-3.12,8,-3.01,-0.11
OR-055,Sherman County,Oregon,-1.59,37,-1.81,0.22
OR-057,Tillamook County,Oregon,-3.27,6,-3.05,-0.22
OR-059,Umatilla County,Oregon,-3.59,9,-3.67,0.08
OR-061,Union County,Oregon,-4.06,3,-3.94,-0.12
OR-063,Wallowa County,Oregon,-4.44,2,-4.46,0.02
OR-065,Wasco County,Oregon,-3.18,12,-3.37,0.19
OR-067,Washington County,Oregon,-3.07,8,-3.02,-0.05
OR-069,Wheeler County,Oregon,-3.11,19,-3.08,-0.03
OR-071,Yamhill County,Oregon,-3.36,7,-3.27,-0.09
PA-001,Adams County,Pennsylvania,1.48,93,1.33,0.15
PA-003,Allegheny County,Pennsylvania,-0.99,38,-1.15,0.16
PA-005,Armstrong County,Pennsylvania,-0.94,42,-1.04,0.1
PA-007,Beaver County,Pennsylvania,-2.29,14,-2.45,0.16
PA-009,Bedford County,Pennsylvania,1.18,87,1.13,0.05
PA-011,Berks County,Pennsylvania,-1.56,32,-1.58,0.02
PA-013,Blair County,Pennsylvania,-1.06,47,-0.87,-0.19
PA-015,Bradford County,Pennsylvania,-1.7,23,-1.83,0.13
PA-017,Bucks County,Pennsylvania,-3.05,8,-3.23,0.18
PA-019,Butler County,Pennsylvania,-1.15,37,-1.35,0.2
PA-021,Cambria County,Pennsylvania,-1.29,42,-1.12,-0.17
PA-023,Cameron County,Pennsylvania,-2.06,23,-2.03,-0.03
PA-025,Carbon County,Pennsylvania,-2.5,11,-2.43,-0.07
PA-027,Centre County,Pennsylvania,0.9,81,0.8,0.1
PA-029,Chester County,Pennsylvania,-1.86,27,-1.85,-0.01
PA-031,Clarion County,Pennsylvania,-1.86,26,-1.85,-0.01
PA-033,Clearfield County,Pennsylvania,-1.86,32,-1.76,-0.1
PA-035,Clinton County,Pennsylvania,-1.35,45,-1.32,-0.03
PA-037,Columbia County,Pennsylvania,-1.65,27,-1.73,0.08
PA-039,Crawford County,Pennsylvania,-1.67,31,-1.53,-0.14
PA-041,Cumberland County,Pennsylvania,1.87,103,1.63,0.24
PA-043,Dauphin County,Pennsylvania,-1.37,40,-1.49,0.12
PA-045,Delaware County,Pennsylvania,-3.24,7,-3.22,-0.02
PA-047,Elk County,Pennsylvania,-2.26,22,-2.2,-0.06
PA-049,Erie County,Pennsylvania,-1.22,40,-1.02,-0.2
PA-051,Fayette County,Pennsylvania,0.63,80,0.68,-0.05
PA-053,Forest County,Pennsylvania,-1.83,27,-1.62,-0.21
PA-055,Franklin County,Pennsylvania,-1.54,33,-1.74,0.2
PA-057,Fulton County,Pennsylvania,1.26,90,1.14,0.12
PA-059,Greene County,Pennsylvania,-2.39,12,-2.33,-0.06
PA-061,Huntingdon County,Pennsylvania,1.01,86,0.97,0.04
PA-063,Indiana County,Pennsylvania,-1.09,41,-1.03,-0.06
PA-065,Jefferson County,Pennsylvania,-2.7,8,-2.66,-0.04
PA-067,Juniata County,Pennsylvania,1.51,97,1.42,0.09
PA-069,Lackawanna County,Pennsylvania,0.73,84,0.96,-0.23
PA-071,Lancaster County,Pennsylvania,1.8,106,2,-0.2
PA-073,Lawrence County,Pennsylvania,-1.47,28,-1.57,0.1
PA-075,Lebanon County,Pennsylvania,1.43,94,1.42,0.01
PA-077,Lehigh County,Pennsylvania,-2.5,11,-2.5,-0
PA-079,Luzerne County,Pennsylvania,-1.28,40,-1.26,-0.02
PA-081,Lycoming County,Pennsylvania,-1.17,44,-1.21,0.04
PA-083,McKean County,Pennsylvania,-1.95,23,-1.84,-0.11
PA-085,Mercer County,Pennsylvania,-1.67,27,-1.71,0.04
PA-087,Mifflin County,Pennsylvania,1.67,103,1.52,0.15
PA-089,Monroe County,Pennsylvania,-1.87,23,-1.86,-0.01
PA-091,Montgomery County,Pennsylvania,-3.28,9,-3.42,0.14
PA-093,Montour County,Pennsylvania,-1.58,32,-1.61,0.03
PA-095,Northampton County,Pennsylvania,-2.62,10,-2.57,-0.05
PA-097,Northumberland County,Pennsylvania,-1.67,31,-1.79,0.12
PA-099,Perry County,Pennsylvania,1.37,88,1.24,0.13
PA-101,Philadelphia County,Pennsylvania,-3.5,7,-3.64,0.14
PA-103,Pike County,Pennsylvania,-1.65,32,-1.48,-0.17
PA-105,Potter County,Pennsylvania,-1.36,36,-1.42,0.06
PA-107,Schuylkill County,Pennsylvania,-2.03,18,-2.05,0.02
PA-109,Snyder County,Pennsylvania,1.17,84,0.95,0.22
PA-111,Somerset County,Pennsylvania,0.93,86,0.99,-0.06
PA-113,Sullivan County,Pennsylvania,-1.27,36,-1.3,0.03
PA-115,Susquehanna County,Pennsylvania,1.18,81,1.07,0.11
PA-117,Tioga County,Pennsylvania,-1.09,37,-1.34,0.25
PA-119,Union County,Pennsylvania,0.79,77,0.64,0.15
PA-121,Venango County,Pennsylvania,-1.87,24,-1.94,0.07
PA-123,Warren County,Pennsylvania,-2.25,21,-2,-0.25
PA-125,Washington County,Pennsylvania,-2.82,9,-2.87,0.05
PA-127,Wayne County,Pennsylvania,0.94,85,1.07,-0.13
PA-129,Westmoreland County,Pennsylvania,1.25,92,1.4,-0.15
PA-131,Wyoming County,Pennsylvania,0.69,82,0.74,-0.05
PA-133,York County,Pennsylvania,1.73,103,1.79,-0.06
RI-001,Bristol County,Rhode Island,-1.05,41,-0.89,-0.16
RI-003,Kent County,Rhode Island,-1.04,35,-1.03,-0.01
RI-005,Newport County,Rhode Island,-1.24,30,-1.16,-0.08
RI-007,Providence County,Rhode Island,-0.8,46,-0.63,-0.17
RI-009,Washington County,Rhode Island,-1.73,23,-1.77,0.04
SC-001,Abbeville County,South Carolina,1.93,102,1.82,0.12
SC-003,Aiken County,South Carolina,2.52,111,2.51,0.01
SC-005,Allendale County,South Carolina,1.69,104,1.7,-0.01
SC-007,Anderson County,South Carolina,-1,52,-1.05,0.05
SC-009,Bamberg County,South Carolina,1.55,96,1.43,0.12
SC-011,Barnwell County,South Carolina,1.81,103,1.86,-0.05
SC-013,Beaufort County,South Carolina,0.94,95,1.05,-0.11
SC-015,Berkeley County,South Carolina,-1.09,43,-0.99,-0.1
SC-017,Calhoun County,South Carolina,1.58,90,1.32,0.26
SC-019,Charleston County,South Carolina,-1.2,45,-0.93,-0.27
SC-021,Cherokee County,South Carolina,-0.93,51,-0.93,-0
